CASE_NUMBER,DATE,BLOCK,COMMUNITY_AREA,AGE,SEX,RACE,INCIDENT_IUCR_SECONDARY,MONTH,DAY_OF_WEEK,HOUR,LOCATION_DESCRIPTION,LATITUDE,LONGITUDE,LOCATION
JF329232,07/24/2022 03:21:00 AM,3800 S ARCHER AVE,BRIGHTON PARK,30-39,M,WWH,AGGRAVATED - HANDGUN,7,1,3,STREET,41.82337835,-87.68921465,POINT (-87.68921465388 41.823378345858)
JF329236,07/24/2022 03:19:00 AM,3300 W HARRISON ST,EAST GARFIELD PARK,40-49,M,BLK,FIRST DEGREE MURDER,7,1,3,PARKING LOT,41.8730269,-87.71085906,POINT (-87.710859058699 41.873026904142)
JF329236,07/24/2022 03:19:00 AM,3300 W HARRISON ST,EAST GARFIELD PARK,20-29,M,BLK,FIRST DEGREE MURDER,7,1,3,PARKING LOT,41.8730269,-87.71085906,POINT (-87.710859058699 41.873026904142)
JF329236,07/24/2022 03:19:00 AM,3300 W HARRISON ST,EAST GARFIELD PARK,30-39,M,BLK,FIRST DEGREE MURDER,7,1,3,PARKING LOT,41.8730269,-87.71085906,POINT (-87.710859058699 41.873026904142)
JF329199,07/24/2022 02:45:00 AM,100 N LEAVITT ST,NEAR WEST SIDE,20-29,M,WHI,AGGRAVATED - HANDGUN,7,1,2,SIDEWALK,41.8844031,-87.68200906,POINT (-87.682009058699 41.884403095858)
JF329214,07/24/2022 02:29:00 AM,3900 W ROOSEVELT RD,NORTH LAWNDALE,30-39,F,BLK,AGGRAVATED - HANDGUN,7,1,2,STREET,41.8655769,-87.72412094,POINT (-87.724120941301 41.865576904142)
JF329172,07/24/2022 01:46:00 AM,800 N LATROBE AVE,AUSTIN,30-39,M,BLK,AGGRAVATED - HANDGUN,7,1,1,SIDEWALK,41.89670835,-87.75628465,POINT (-87.75628465388 41.896708345858)
JF329172,07/24/2022 01:46:00 AM,800 N LATROBE AVE,AUSTIN,30-39,M,BLK,AGGRAVATED - HANDGUN,7,1,1,SIDEWALK,41.89670835,-87.75628465,POINT (-87.75628465388 41.896708345858)
JF329142,07/24/2022 01:09:00 AM,300 E 79TH ST,GREATER GRAND CROSSING,30-39,M,BLK,AGGRAVATED - HANDGUN,7,1,1,SIDEWALK,41.75139835,-87.61538465,POINT (-87.61538465388 41.751398345858)
JF329142,07/24/2022 01:09:00 AM,300 E 79TH ST,GREATER GRAND CROSSING,30-39,F,BLK,AGGRAVATED - HANDGUN,7,1,1,SIDEWALK,41.75139835,-87.61538465,POINT (-87.61538465388 41.751398345858)
JF329115,07/24/2022 12:30:00 AM,11400 S NORMAL AVE,ROSELAND,0-19,M,BLK,AGGRAVATED - HANDGUN,7,1,0,STREET,41.6856505,-87.63478,POINT (-87.63478 41.6856505)
JF329099,07/23/2022 11:50:00 PM,5400 S PAULINA ST,NEW CITY,30-39,M,BLK,AGGRAVATED - HANDGUN,7,7,23,SIDEWALK,41.7960831,-87.66746906,POINT (-87.667469058699 41.796083095858)
JF329099,07/23/2022 11:50:00 PM,5400 S PAULINA ST,NEW CITY,40-49,M,BLK,AGGRAVATED - HANDGUN,7,7,23,SIDEWALK,41.7960831,-87.66746906,POINT (-87.667469058699 41.796083095858)
JF329099,07/23/2022 11:50:00 PM,5400 S PAULINA ST,NEW CITY,40-49,M,BLK,AGGRAVATED - HANDGUN,7,7,23,SIDEWALK,41.7960831,-87.66746906,POINT (-87.667469058699 41.796083095858)
JF329099,07/23/2022 11:50:00 PM,5400 S PAULINA ST,NEW CITY,30-39,M,BLK,AGGRAVATED - HANDGUN,7,7,23,SIDEWALK,41.7960831,-87.66746906,POINT (-87.667469058699 41.796083095858)
JF329073,07/23/2022 11:20:00 PM,500 N HAMLIN AVE,HUMBOLDT PARK,40-49,M,BLK,AGGRAVATED - HANDGUN,7,7,23,RESIDENCE,41.89040165,-87.72076465,POINT (-87.72076465388 41.890401654142)
JF329065,07/23/2022 11:00:00 PM,800 N SACRAMENTO BLVD,WEST TOWN,40-49,M,WWH,AGGRAVATED - HANDGUN,7,7,23,STREET,41.8958605,-87.70208,POINT (-87.70208 41.8958605)
JF329096,07/23/2022 10:45:00 PM,4000 W WILCOX ST,WEST GARFIELD PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,7,7,22,ALLEY,41.8784769,-87.72625906,POINT (-87.726259058699 41.878476904142)
JF329040,07/23/2022 10:25:00 PM,1500 W 18TH ST,LOWER WEST SIDE,20-29,M,WWH,AGGRAVATED - HANDGUN,7,7,22,STREET,41.85848967,-87.66576855,POINT (-87.665768547471 41.858489668947)
JF329024,07/23/2022 09:56:00 PM,4700 S MICHIGAN AVE,GRAND BOULEVARD,0-19,M,BLK,AGGRAVATED - HANDGUN,7,7,21,ALLEY,41.8076069,-87.62268094,POINT (-87.622680941301 41.807606904142)
JF328772,07/23/2022 04:35:00 PM,4800 N KIMBALL AVE,ALBANY PARK,40-49,M,BLK,AGGRAVATED - HANDGUN,7,7,16,STREET,41.96902835,-87.71279465,POINT (-87.71279465388 41.969028345858)
JF328645,07/23/2022 02:28:00 PM,0 E 108TH ST,ROSELAND,30-39,M,BLK,AGGRAVATED - HANDGUN,7,7,14,SIDEWALK,41.6973305,-87.6232,POINT (-87.6232 41.6973305)
JF328645,07/23/2022 02:28:00 PM,0 E 108TH ST,ROSELAND,20-29,M,BLK,AGGRAVATED - HANDGUN,7,7,14,SIDEWALK,41.6973305,-87.6232,POINT (-87.6232 41.6973305)
JF328645,07/23/2022 02:28:00 PM,0 E 108TH ST,ROSELAND,20-29,M,BLK,AGGRAVATED - HANDGUN,7,7,14,SIDEWALK,41.6973305,-87.6232,POINT (-87.6232 41.6973305)
JF328200,07/23/2022 07:19:00 AM,3300 W 28TH ST,SOUTH LAWNDALE,30-39,M,WWH,AGGRAVATED - HANDGUN,7,7,7,STREET,41.84149967,-87.70864855,POINT (-87.708648547471 41.841499668947)
JF328160,07/23/2022 05:34:00 AM,7100 S MERRILL AVE,SOUTH SHORE,40-49,M,BLK,AGGRAVATED - HANDGUN,7,7,5,APARTMENT,41.76617967,-87.57228855,POINT (-87.572288547471 41.766179668947)
JF328142,07/23/2022 04:16:00 AM,8700 S LAFAYETTE AVE,CHATHAM,20-29,F,BLK,AGGRAVATED - HANDGUN,7,7,4,PARKING LOT / GARAGE (NON RESIDENTIAL),41.73510835,-87.62511465,POINT (-87.62511465388 41.735108345858)
JF328112,07/23/2022 03:24:00 AM,300 W 94TH PL,ROSELAND,30-39,F,BLK,AGGRAVATED - HANDGUN,7,7,3,RESIDENCE - PORCH / HALLWAY,41.72303434,-87.63234769,POINT (-87.63234768488 41.723034335858)
JF328106,07/23/2022 03:17:00 AM,0 W DIVISION ST,NEAR NORTH SIDE,20-29,F,WHI,AGGRAVATED - HANDGUN,7,7,3,SIDEWALK,41.9035569,-87.62937906,POINT (-87.629379058699 41.903556904142)
JF328106,07/23/2022 03:17:00 AM,0 W DIVISION ST,NEAR NORTH SIDE,20-29,F,WHI,AGGRAVATED - HANDGUN,7,7,3,SIDEWALK,41.9035569,-87.62937906,POINT (-87.629379058699 41.903556904142)
JF328069,07/23/2022 01:47:00 AM,2700 W JACKSON BLVD,EAST GARFIELD PARK,40-49,M,BLK,AGGRAVATED - HANDGUN,7,7,1,SIDEWALK,41.8778431,-87.69461906,POINT (-87.694619058699 41.877843095858)
JF328069,07/23/2022 01:47:00 AM,2700 W JACKSON BLVD,EAST GARFIELD PARK,30-39,M,BLK,AGGRAVATED - HANDGUN,7,7,1,SIDEWALK,41.8778431,-87.69461906,POINT (-87.694619058699 41.877843095858)
JF328069,07/23/2022 01:47:00 AM,2700 W JACKSON BLVD,EAST GARFIELD PARK,30-39,F,BLK,AGGRAVATED - HANDGUN,7,7,1,SIDEWALK,41.8778431,-87.69461906,POINT (-87.694619058699 41.877843095858)
JF328069,07/23/2022 01:47:00 AM,2700 W JACKSON BLVD,EAST GARFIELD PARK,40-49,F,BLK,AGGRAVATED - HANDGUN,7,7,1,SIDEWALK,41.8778431,-87.69461906,POINT (-87.694619058699 41.877843095858)
JF328031,07/23/2022 01:09:00 AM,3700 W FULLERTON AVE,LOGAN SQUARE,30-39,M,WHI,FIRST DEGREE MURDER,7,7,1,BANQUET HALL,41.9249531,-87.71943094,POINT (-87.719430941301 41.924953095858)
JF328037,07/23/2022 12:59:00 AM,2800 N LEAVITT ST,NORTH CENTER,30-39,M,WHI,AGGRAVATED - HANDGUN,7,7,0,STREET,41.93252165,-87.68139535,POINT (-87.68139534612 41.932521654142)
JF328042,07/23/2022 12:36:00 AM,2200 W 18TH PL,LOWER WEST SIDE,20-29,M,BLK,AGGRAVATED - HANDGUN,7,7,0,STREET,41.85697835,-87.68180465,POINT (-87.68180465388 41.856978345858)
JF328042,07/23/2022 12:36:00 AM,2200 W 18TH PL,LOWER WEST SIDE,20-29,M,BLK,AGGRAVATED - HANDGUN,7,7,0,STREET,41.85697835,-87.68180465,POINT (-87.68180465388 41.856978345858)
JF328060,07/23/2022 12:30:00 AM,7200 S YATES BLVD,SOUTH SHORE,30-39,M,BLK,AGGRAVATED - HANDGUN,7,7,0,STREET,41.76482967,-87.56648855,POINT (-87.566488547471 41.764829668947)
JF327985,07/23/2022 12:01:00 AM,4800 N WINTHROP AVE,UPTOWN,20-29,M,BLK,AGGRAVATED - HANDGUN,7,7,0,SIDEWALK,41.9698505,-87.65781,POINT (-87.65781 41.9698505)
JF327991,07/22/2022 11:59:00 PM,3100 W POLK ST,EAST GARFIELD PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,7,6,23,STREET,41.8713631,-87.70342094,POINT (-87.703420941301 41.871363095858)
JF327878,07/22/2022 09:35:00 PM,4700 W HARRISON ST,AUSTIN,20-29,M,BLK,AGGRAVATED - HANDGUN,7,6,21,STREET,41.87325835,-87.74438535,POINT (-87.74438534612 41.873258345858)
JF327867,07/22/2022 09:17:00 PM,11500 S FRONT AVE,WEST PULLMAN,20-29,M,BLK,AGGRAVATED - HANDGUN,7,6,21,SIDEWALK,41.68412165,-87.61323535,POINT (-87.61323534612 41.684121654142)
JF327831,07/22/2022 08:29:00 PM,3200 W 13TH ST,NORTH LAWNDALE,30-39,M,BLK,AGGRAVATED - HANDGUN,7,6,20,VACANT LOT / LAND,41.86511179,-87.70580579,POINT (-87.705805788301 41.865111792858)
JF327831,07/22/2022 08:29:00 PM,3200 W 13TH ST,NORTH LAWNDALE,20-29,M,BLK,AGGRAVATED - HANDGUN,7,6,20,VACANT LOT / LAND,41.86511179,-87.70580579,POINT (-87.705805788301 41.865111792858)
JF327545,07/22/2022 04:05:00 PM,10900 S RACINE AVE,MORGAN PARK,40-49,M,BLK,FIRST DEGREE MURDER,7,6,16,STREET,41.6944905,-87.65204,POINT (-87.65204 41.6944905)
JF327491,07/22/2022 03:14:00 PM,7500 S COLFAX AVE,SOUTH SHORE,50-59,M,BLK,FIRST DEGREE MURDER,7,6,15,STREET,41.7583331,-87.56108094,POINT (-87.561080941301 41.758333095858)
JF327491,07/22/2022 03:14:00 PM,7500 S COLFAX AVE,SOUTH SHORE,20-29,M,BLK,FIRST DEGREE MURDER,7,6,15,STREET,41.7583331,-87.56108094,POINT (-87.561080941301 41.758333095858)
JF327056,07/22/2022 09:04:00 AM,3800 W ADAMS ST,WEST GARFIELD PARK,0-19,M,BLK,AGGRAVATED - HANDGUN,7,6,9,STREET,41.8774269,-87.72201906,POINT (-87.722019058699 41.877426904142)
JF326932,07/22/2022 06:55:00 AM,900 W 18TH ST,LOWER WEST SIDE,30-39,M,WHI,AGGRAVATED - HANDGUN,7,6,6,SIDEWALK,41.85811835,-87.64967465,POINT (-87.64967465388 41.858118345858)
JF326876,07/22/2022 06:18:00 AM,2500 S KEELER AVE,SOUTH LAWNDALE,0-19,M,WWH,AGGRAVATED - HANDGUN,7,6,6,VEHICLE NON-COMMERCIAL,41.8454269,-87.72987906,POINT (-87.729879058699 41.845426904142)
JF326876,07/22/2022 06:18:00 AM,2500 S KEELER AVE,SOUTH LAWNDALE,30-39,F,WWH,AGGRAVATED - HANDGUN,7,6,6,VEHICLE NON-COMMERCIAL,41.8454269,-87.72987906,POINT (-87.729879058699 41.845426904142)
JF326876,07/22/2022 06:18:00 AM,2500 S KEELER AVE,SOUTH LAWNDALE,20-29,M,WWH,AGGRAVATED - HANDGUN,7,6,6,VEHICLE NON-COMMERCIAL,41.8454269,-87.72987906,POINT (-87.729879058699 41.845426904142)
JF326875,07/22/2022 06:17:00 AM,300 W ROOSEVELT RD,NEAR WEST SIDE,30-39,M,BLK,AGGRAVATED - HANDGUN,7,6,6,STREET,41.8665705,-87.63599,POINT (-87.63599 41.8665705)
JF326819,07/22/2022 03:12:00 AM,3800 W HARRISON ST,WEST GARFIELD PARK,30-39,M,WWH,FIRST DEGREE MURDER,7,6,3,RESTAURANT,41.8738931,-87.72070906,POINT (-87.720709058699 41.873893095858)
JF397075,07/22/2022 12:00:00 AM,1000 W 18TH ST,LOWER WEST SIDE,20-29,M,WWH,AGGRAVATED - HANDGUN,7,6,0,STREET,41.8573005,-87.65163,POINT (-87.65163 41.8573005)
JF326715,07/21/2022 11:37:00 PM,9200 S GREENWOOD AVE,BURNSIDE,0-19,F,BLK,AGGRAVATED - HANDGUN,7,5,23,STREET,41.7258405,-87.59746,POINT (-87.59746 41.7258405)
JF326715,07/21/2022 11:37:00 PM,9200 S GREENWOOD AVE,BURNSIDE,20-29,F,BLK,AGGRAVATED - HANDGUN,7,5,23,STREET,41.7258405,-87.59746,POINT (-87.59746 41.7258405)
JF326719,07/21/2022 11:36:00 PM,3700 W 13TH ST,NORTH LAWNDALE,30-39,M,BLK,FIRST DEGREE MURDER,7,5,23,STREET,41.8650231,-87.71905906,POINT (-87.719059058699 41.865023095858)
JF326669,07/21/2022 10:42:00 PM,7100 S BENNETT AVE,SOUTH SHORE,0-19,M,BLK,AGGRAVATED - HANDGUN,7,5,22,STREET,41.7652631,-87.57945906,POINT (-87.579459058699 41.765263095858)
JF326628,07/21/2022 09:55:00 PM,3400 W MADISON ST,EAST GARFIELD PARK,0-19,F,BLK,AGGRAVATED - HANDGUN,7,5,21,STREET,41.88096835,-87.71349535,POINT (-87.71349534612 41.880968345858)
JF326628,07/21/2022 09:55:00 PM,3400 W MADISON ST,EAST GARFIELD PARK,20-29,F,BLK,AGGRAVATED - HANDGUN,7,5,21,STREET,41.88096835,-87.71349535,POINT (-87.71349534612 41.880968345858)
JF326614,07/21/2022 09:11:00 PM,300 S KILPATRICK AVE,AUSTIN,20-29,M,BLK,AGGRAVATED - HANDGUN,7,5,21,SIDEWALK,41.8756769,-87.74225094,POINT (-87.742250941301 41.875676904142)
JF326562,07/21/2022 08:14:00 PM,2900 W LEXINGTON ST,EAST GARFIELD PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,7,5,20,STREET,41.87206109,-87.69987359,POINT (-87.69987358688 41.872061090858)
JF326452,07/21/2022 06:44:00 PM,4700 W MONROE ST,AUSTIN,20-29,M,BLK,AGGRAVATED - HANDGUN,7,5,18,ALLEY,41.87957835,-87.74259465,POINT (-87.74259465388 41.879578345858)
JF326452,07/21/2022 06:44:00 PM,4700 W MONROE ST,AUSTIN,20-29,F,BLK,AGGRAVATED - HANDGUN,7,5,18,ALLEY,41.87957835,-87.74259465,POINT (-87.74259465388 41.879578345858)
JF326429,07/21/2022 06:19:00 PM,7200 S UNION AVE,ENGLEWOOD,0-19,M,BLK,AGGRAVATED - HANDGUN,7,5,18,SIDEWALK,41.7637331,-87.64190906,POINT (-87.641909058699 41.763733095858)
JF326429,07/21/2022 06:19:00 PM,7200 S UNION AVE,ENGLEWOOD,0-19,M,BLK,AGGRAVATED - HANDGUN,7,5,18,SIDEWALK,41.7637331,-87.64190906,POINT (-87.641909058699 41.763733095858)
JF326342,07/21/2022 05:08:00 PM,2700 S DEARBORN ST,DOUGLAS,40-49,M,BLK,AGGRAVATED - HANDGUN,7,5,17,CHA APARTMENT,41.84441835,-87.62786465,POINT (-87.62786465388 41.844418345858)
JF326014,07/21/2022 12:45:00 PM,1900 S CHRISTIANA AVE,NORTH LAWNDALE,30-39,M,BLK,AGGRAVATED - HANDGUN,7,5,12,SIDEWALK,41.8547069,-87.70889094,POINT (-87.708890941301 41.854706904142)
JF325988,07/21/2022 12:26:00 PM,2400 E 78TH ST,SOUTH SHORE,20-29,M,BLK,AGGRAVATED - HANDGUN,7,5,12,SIDEWALK,41.75364835,-87.56499535,POINT (-87.56499534612 41.753648345858)
JF325913,07/21/2022 11:27:00 AM,7900 S LANGLEY AVE,CHATHAM,30-39,M,WWH,FIRST DEGREE MURDER,7,5,11,YARD,41.74991165,-87.60734465,POINT (-87.60734465388 41.749911654142)
JF325913,07/21/2022 11:27:00 AM,7900 S LANGLEY AVE,CHATHAM,40-49,M,WWH,FIRST DEGREE MURDER,7,5,11,YARD,41.74991165,-87.60734465,POINT (-87.60734465388 41.749911654142)
JF325914,07/21/2022 11:10:00 AM,1100 S HOMAN AVE,NORTH LAWNDALE,20-29,M,BLK,AGGRAVATED - HANDGUN,7,5,11,STREET,41.8659469,-87.71042094,POINT (-87.710420941301 41.865946904142)
JF325914,07/21/2022 11:10:00 AM,1100 S HOMAN AVE,NORTH LAWNDALE,20-29,M,BLK,AGGRAVATED - HANDGUN,7,5,11,STREET,41.8659469,-87.71042094,POINT (-87.710420941301 41.865946904142)
JF325520,07/21/2022 03:25:00 AM,2400 S LEAVITT ST,LOWER WEST SIDE,20-29,M,WWH,AGGRAVATED - HANDGUN,7,5,3,STREET,41.84866967,-87.68063855,POINT (-87.680638547471 41.848669668947)
JF325512,07/21/2022 03:08:00 AM,0 W ILLINOIS ST,NEAR NORTH SIDE,30-39,M,BLK,AGGRAVATED - HANDGUN,7,5,3,STREET,41.89111835,-87.62958465,POINT (-87.62958465388 41.891118345858)
JF325483,07/21/2022 01:57:00 AM,7300 S UNIVERSITY AVE,GREATER GRAND CROSSING,20-29,M,BLK,AGGRAVATED - HANDGUN,7,5,1,STREET,41.76104165,-87.59636465,POINT (-87.59636465388 41.761041654142)
JF325470,07/21/2022 12:49:00 AM,1400 S SACRAMENTO DR,NORTH LAWNDALE,0-19,F,BLK,AGGRAVATED - HANDGUN,7,5,0,STREET,41.86346967,-87.70172855,POINT (-87.701728547471 41.863469668947)
JF325437,07/21/2022 12:15:00 AM,1000 E MARQUETTE RD,WOODLAWN,0-19,M,BLK,FIRST DEGREE MURDER,7,5,0,STREET,41.77474165,-87.59906535,POINT (-87.59906534612 41.774741654142)
JF325377,07/20/2022 10:34:00 PM,8000 S PERRY AVE,CHATHAM,20-29,M,BLK,AGGRAVATED - HANDGUN,7,4,22,STREET,41.74790165,-87.62724535,POINT (-87.62724534612 41.747901654142)
JF325330,07/20/2022 09:20:00 PM,4200 S MICHIGAN AVE,GRAND BOULEVARD,20-29,M,BLK,AGGRAVATED - HANDGUN,7,4,21,RESIDENCE - YARD (FRONT / BACK),41.81808967,-87.62305855,POINT (-87.623058547471 41.818089668947)
JF325313,07/20/2022 08:44:00 PM,4300 W AUGUSTA BLVD,HUMBOLDT PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,7,4,20,STREET,41.89881165,-87.73339465,POINT (-87.73339465388 41.898811654142)
JF325253,07/20/2022 07:55:00 PM,800 N RIDGEWAY AVE,HUMBOLDT PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,7,4,19,STREET,41.89653165,-87.71943465,POINT (-87.71943465388 41.896531654142)
JF325253,07/20/2022 07:55:00 PM,800 N RIDGEWAY AVE,HUMBOLDT PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,7,4,19,STREET,41.89653165,-87.71943465,POINT (-87.71943465388 41.896531654142)
JF324955,07/20/2022 03:30:00 PM,200 E MARQUETTE RD,GREATER GRAND CROSSING,20-29,M,BLK,AGGRAVATED - HANDGUN,7,4,15,ALLEY,41.7721805,-87.61941,POINT (-87.61941 41.7721805)
JF324638,07/20/2022 12:02:00 PM,3300 W HARRISON ST,EAST GARFIELD PARK,20-29,M,BLK,FIRST DEGREE MURDER,7,4,12,STREET,41.87395835,-87.70897535,POINT (-87.70897534612 41.873958345858)
JF324360,07/20/2022 07:44:00 AM,3700 W CHICAGO AVE,HUMBOLDT PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,7,4,7,STREET,41.89611967,-87.71970855,POINT (-87.719708547471 41.896119668947)
JF324049,07/19/2022 09:55:00 PM,7800 S COLES AVE,SOUTH SHORE,30-39,M,BLK,FIRST DEGREE MURDER,7,3,21,ALLEY,41.7538431,-87.55214906,POINT (-87.552149058699 41.753843095858)
JF324047,07/19/2022 09:51:00 PM,6900 S TALMAN AVE,CHICAGO LAWN,20-29,M,BLK,AGGRAVATED - HANDGUN,7,3,21,STREET,41.76726165,-87.68971535,POINT (-87.68971534612 41.767261654142)
JF323666,07/19/2022 02:40:00 PM,900 N LAWNDALE AVE,HUMBOLDT PARK,20-29,M,UNKNOWN,AGGRAVATED - HANDGUN,7,3,14,OTHER (SPECIFY),41.8972969,-87.71924906,POINT (-87.719249058699 41.897296904142)
JF323875,07/19/2022 02:00:00 PM,5800 S MARSHFIELD AVE,WEST ENGLEWOOD,40-49,M,BLK,AGGRAVATED - HANDGUN,7,3,14,SIDEWALK,41.7877405,-87.6658,POINT (-87.6658 41.7877405)
JF323228,07/19/2022 10:34:00 AM,3500 W CHICAGO AVE,HUMBOLDT PARK,20-29,M,WBH,AGGRAVATED - HANDGUN,7,3,10,SIDEWALK,41.89577835,-87.71443535,POINT (-87.71443534612 41.895778345858)
JF322793,07/19/2022 01:12:00 AM,3600 S INDIANA AVE,DOUGLAS,40-49,M,BLK,AGGRAVATED - HANDGUN,7,3,1,STREET,41.82921165,-87.62143465,POINT (-87.62143465388 41.829211654142)
JF322759,07/19/2022 12:26:00 AM,4800 S MICHIGAN AVE,GRAND BOULEVARD,50-59,M,BLK,AGGRAVATED - HANDGUN,7,3,0,RESIDENCE - YARD (FRONT / BACK),41.8066231,-87.62316906,POINT (-87.623169058699 41.806623095858)
JF322728,07/18/2022 11:30:00 PM,2800 W 12TH PL,NORTH LAWNDALE,30-39,M,BLK,AGGRAVATED - HANDGUN,7,2,23,PARK PROPERTY,41.8657877,-87.69652861,POINT (-87.69652860712 41.865787696858)
JF322691,07/18/2022 10:54:00 PM,1000 E 73RD ST,GREATER GRAND CROSSING,0-19,M,BLK,AGGRAVATED - HANDGUN,7,2,22,SIDEWALK,41.7629031,-87.59887094,POINT (-87.598870941301 41.762903095858)
JF322667,07/18/2022 10:04:00 PM,5300 S HOYNE AVE,NEW CITY,20-29,M,BLK,AGGRAVATED - HANDGUN,7,2,22,STREET,41.79563165,-87.67737535,POINT (-87.67737534612 41.795631654142)
JF322648,07/18/2022 09:44:00 PM,0 E 89TH ST,CHATHAM,20-29,M,API,AGGRAVATED - HANDGUN,7,2,21,SIDEWALK,41.73280835,-87.62197535,POINT (-87.62197534612 41.732808345858)
JF322590,07/18/2022 08:25:00 PM,3700 S PRINCETON AVE,ARMOUR SQUARE,30-39,M,BLK,AGGRAVATED - HANDGUN,7,2,20,STREET,41.82770967,-87.63355855,POINT (-87.633558547471 41.827709668947)
JF322563,07/18/2022 07:37:00 PM,7600 S HOMAN AVE,ASHBURN,0-19,M,BLK,AGGRAVATED - HANDGUN,7,2,19,SIDEWALK,41.7539192,-87.70694187,POINT (-87.70694187288 41.753919202142)
JF322349,07/18/2022 05:45:00 PM,3300 W DOUGLAS BLVD,NORTH LAWNDALE,0-19,M,BLK,AGGRAVATED - HANDGUN,7,2,17,SIDEWALK,41.8635331,-87.70862906,POINT (-87.708629058699 41.863533095858)
JF322292,07/18/2022 04:47:00 PM,7200 S CHAMPLAIN AVE,GREATER GRAND CROSSING,20-29,M,BLK,AGGRAVATED - HANDGUN,7,2,16,STREET,41.76359835,-87.60858465,POINT (-87.60858465388 41.763598345858)
JF322273,07/18/2022 04:30:00 PM,200 E OHIO ST,NEAR NORTH SIDE,20-29,F,API,FIRST DEGREE MURDER,7,2,16,APARTMENT,41.89227165,-87.62167465,POINT (-87.62167465388 41.892271654142)
JF322225,07/18/2022 02:35:00 PM,10900 S WENTWORTH AVE,ROSELAND,30-39,M,BLK,AGGRAVATED - HANDGUN,7,2,14,STREET,41.6940505,-87.6281,POINT (-87.6281 41.6940505)
JF322055,07/18/2022 01:30:00 PM,4200 S WABASH AVE,GRAND BOULEVARD,20-29,M,BLK,AGGRAVATED - HANDGUN,7,2,13,ALLEY,41.8172805,-87.62484,POINT (-87.62484 41.8172805)
JF321367,07/18/2022 01:35:00 AM,3200 S HALSTED ST,BRIDGEPORT,30-39,M,WWH,AGGRAVATED DOMESTIC BATTERY - HANDGUN,7,2,1,APARTMENT,41.83521165,-87.64650535,POINT (-87.64650534612 41.835211654142)
JF322587,07/18/2022 12:00:00 AM,6500 S LAFLIN ST,WEST ENGLEWOOD,20-29,M,BLK,AGGRAVATED - HANDGUN,7,2,0,SIDEWALK,41.77424165,-87.66222535,POINT (-87.66222534612 41.774241654142)
JF321283,07/17/2022 10:25:00 PM,11300 S ABERDEEN ST,MORGAN PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,7,1,22,STREET,41.68721165,-87.64894465,POINT (-87.64894465388 41.687211654142)
JF321213,07/17/2022 09:09:00 PM,7300 S UNION AVE,ENGLEWOOD,0-19,F,BLK,FIRST DEGREE MURDER,7,1,21,AUTO,41.76088165,-87.64129465,POINT (-87.64129465388 41.760881654142)
JF321111,07/17/2022 06:48:00 PM,9100 S UNIVERSITY AVE,BURNSIDE,30-39,M,BLK,AGGRAVATED - HANDGUN,7,1,18,STREET,41.7289331,-87.59573094,POINT (-87.595730941301 41.728933095858)
JF320727,07/17/2022 12:39:00 PM,7000 S ST LAWRENCE AVE,GREATER GRAND CROSSING,0-19,M,BLK,AGGRAVATED - HANDGUN,7,1,12,STREET,41.76654165,-87.61074535,POINT (-87.61074534612 41.766541654142)
JF320446,07/17/2022 03:25:00 AM,10400 S CORLISS AVE,PULLMAN,40-49,M,BLK,FIRST DEGREE MURDER,7,1,3,STREET,41.7038269,-87.60404906,POINT (-87.604049058699 41.703826904142)
JF320319,07/17/2022 02:38:00 AM,800 S ALBANY AVE,EAST GARFIELD PARK,20-29,M,BLK,FIRST DEGREE MURDER,7,1,2,STREET,41.87140092,-87.70367432,POINT (-87.703674316699 41.871400922858)
JF320319,07/17/2022 02:38:00 AM,800 S ALBANY AVE,EAST GARFIELD PARK,20-29,M,BLK,FIRST DEGREE MURDER,7,1,2,STREET,41.87140092,-87.70367432,POINT (-87.703674316699 41.871400922858)
JF320323,07/17/2022 02:29:00 AM,5400 S SHIELDS AVE,FULLER PARK,0-19,M,BLK,AGGRAVATED - HANDGUN,7,1,2,STREET,41.79559165,-87.63396465,POINT (-87.63396465388 41.795591654142)
JF320636,07/17/2022 12:00:00 AM,700 E MIDWAY PLAISANCE,WASHINGTON PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,7,1,0,STREET,41.7866969,-87.60742906,POINT (-87.607429058699 41.786696904142)
JF320256,07/17/2022 12:00:00 AM,1800 S PULASKI RD,NORTH LAWNDALE,30-39,M,BLK,AGGRAVATED - HANDGUN,7,1,0,STREET,41.8563469,-87.72531906,POINT (-87.725319058699 41.856346904142)
JF320227,07/16/2022 11:55:00 PM,1300 E 75TH ST,SOUTH SHORE,30-39,M,BLK,FIRST DEGREE MURDER,7,7,23,STREET,41.75841165,-87.59323535,POINT (-87.59323534612 41.758411654142)
JF320231,07/16/2022 11:45:00 PM,2200 S SAWYER AVE,SOUTH LAWNDALE,20-29,M,WWH,AGGRAVATED - HANDGUN,7,7,23,STREET,41.8520631,-87.70634094,POINT (-87.706340941301 41.852063095858)
