CASE_NUMBER,DATE,BLOCK,COMMUNITY_AREA,AGE,SEX,RACE,INCIDENT_IUCR_SECONDARY,MONTH,DAY_OF_WEEK,HOUR,LOCATION_DESCRIPTION,LATITUDE,LONGITUDE,LOCATION
JF127436,01/29/2022 01:20:00 AM,3800 W AUGUSTA BLVD,HUMBOLDT PARK,40-49,M,BLK,AGGRAVATED - HANDGUN,1,7,1,STREET,41.8984469,-87.72267906,POINT (-87.722679058699 41.898446904142)
JF127436,01/29/2022 01:20:00 AM,3800 W AUGUSTA BLVD,HUMBOLDT PARK,30-39,M,BLK,AGGRAVATED - HANDGUN,1,7,1,STREET,41.8984469,-87.72267906,POINT (-87.722679058699 41.898446904142)
JF127388,01/29/2022 12:10:00 AM,6900 N WESTERN AVE,WEST RIDGE,20-29,M,API,AGGRAVATED - HANDGUN,1,7,0,ALLEY,42.00844835,-87.69073535,POINT (-87.69073534612 42.008448345858)
JF127099,01/28/2022 05:25:00 PM,600 W 99TH ST,WASHINGTON HEIGHTS,20-29,M,WHI,ARMED - HANDGUN,1,6,17,STREET,41.7146431,-87.63913906,POINT (-87.639139058699 41.714643095858)
JF126430,01/28/2022 02:27:00 AM,11800 S EMERALD AVE,WEST PULLMAN,50-59,M,BLK,AGGRAVATED - HANDGUN,1,6,2,RESIDENCE,41.67956967,-87.64074855,POINT (-87.640748547471 41.679569668947)
JF126340,01/27/2022 10:15:00 PM,6900 S PRAIRIE AVE,GREATER GRAND CROSSING,20-29,M,BLK,AGGRAVATED - HANDGUN,1,5,22,STREET,41.76846967,-87.61853855,POINT (-87.618538547471 41.768469668947)
JF126340,01/27/2022 10:15:00 PM,6900 S PRAIRIE AVE,GREATER GRAND CROSSING,20-29,M,BLK,AGGRAVATED - HANDGUN,1,5,22,STREET,41.76846967,-87.61853855,POINT (-87.618538547471 41.768469668947)
JF126283,01/27/2022 06:35:00 PM,300 S CICERO AVE,AUSTIN,30-39,M,BLK,AGGRAVATED - HANDGUN,1,5,18,GAS STATION,41.87640165,-87.74484465,POINT (-87.74484465388 41.876401654142)
JF126040,01/27/2022 05:06:00 PM,1500 W WILSON AVE,UPTOWN,20-29,M,BLK,FIRST DEGREE MURDER,1,5,17,STREET,41.96571967,-87.66780855,POINT (-87.667808547471 41.965719668947)
JF126040,01/27/2022 05:06:00 PM,1500 W WILSON AVE,UPTOWN,20-29,M,BLK,FIRST DEGREE MURDER,1,5,17,STREET,41.96571967,-87.66780855,POINT (-87.667808547471 41.965719668947)
JF125903,01/27/2022 02:59:00 PM,400 W 111TH ST,ROSELAND,40-49,M,WWH,FIRST DEGREE MURDER,1,5,14,RAILROAD PROPERTY,41.69238165,-87.63306465,POINT (-87.63306465388 41.692381654142)
JF125903,01/27/2022 02:59:00 PM,400 W 111TH ST,ROSELAND,20-29,M,BLK,FIRST DEGREE MURDER,1,5,14,RAILROAD PROPERTY,41.69238165,-87.63306465,POINT (-87.63306465388 41.692381654142)
JF125557,01/27/2022 10:18:00 AM,2300 W 21ST ST,LOWER WEST SIDE,30-39,M,WWH,AGGRAVATED - HANDGUN,1,5,10,SIDEWALK,41.85358165,-87.68552535,POINT (-87.68552534612 41.853581654142)
JF125541,01/27/2022 10:02:00 AM,3700 W POLK ST,EAST GARFIELD PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,1,5,10,STREET,41.8714231,-87.71790094,POINT (-87.717900941301 41.871423095858)
JF125193,01/26/2022 09:38:00 PM,3000 W PETERSON AVE,WEST RIDGE,20-29,M,BLK,AGGRAVATED - HANDGUN,1,4,21,SIDEWALK,41.99011165,-87.70466465,POINT (-87.70466465388 41.990111654142)
JF125267,01/26/2022 09:30:00 PM,5200 S TALMAN AVE,GAGE PARK,0-19,M,WWH,AGGRAVATED - HANDGUN,1,4,21,VEHICLE NON-COMMERCIAL,41.79880165,-87.69086535,POINT (-87.69086534612 41.798801654142)
JF125169,01/26/2022 08:49:00 PM,200 E LOWER WACKER DR,LOOP,UNKNOWN,M,WWH,AGGRAVATED POLICE OFFICER - HANDGUN,1,4,20,STREET,41.8883231,-87.62174906,POINT (-87.621749058699 41.888323095858)
JF125148,01/26/2022 08:09:00 PM,1200 S KEDZIE AVE,NORTH LAWNDALE,30-39,M,BLK,FIRST DEGREE MURDER,1,4,20,STREET,41.86520835,-87.70591535,POINT (-87.70591534612 41.865208345858)
JF125217,01/26/2022 08:00:00 PM,10300 S EMERALD AVE,ROSELAND,0-19,M,BLK,AGGRAVATED - HANDGUN,1,4,20,SIDEWALK,41.70591165,-87.64217535,POINT (-87.64217534612 41.705911654142)
JF125081,01/26/2022 06:25:00 PM,0 W 79TH ST,GREATER GRAND CROSSING,30-39,M,BLK,AGGRAVATED - HANDGUN,1,4,18,STREET,41.7515231,-87.62665094,POINT (-87.626650941301 41.751523095858)
JF124600,01/26/2022 11:41:00 AM,6800 S CLAREMONT AVE,CHICAGO LAWN,20-29,M,BLK,AGGRAVATED - HANDGUN,1,4,11,STREET,41.77055967,-87.68207855,POINT (-87.682078547471 41.770559668947)
JF124290,01/26/2022 06:03:00 AM,2500 W 45TH PL,BRIGHTON PARK,30-39,M,WWH,FIRST DEGREE MURDER,1,4,6,HOUSE,41.81179967,-87.68803855,POINT (-87.688038547471 41.811799668947)
JF124171,01/25/2022 10:26:00 PM,5400 S SEELEY AVE,NEW CITY,30-39,M,BLK,AGGRAVATED - HANDGUN,1,3,22,ALLEY,41.7959531,-87.67515094,POINT (-87.675150941301 41.795953095858)
JF124167,01/25/2022 10:25:00 PM,7600 S STONY ISLAND AVE,SOUTH SHORE,20-29,M,BLK,AGGRAVATED - HANDGUN,1,3,22,GAS STATION,41.75667165,-87.58597535,POINT (-87.58597534612 41.756671654142)
JF123374,01/25/2022 08:50:00 AM,5300 W DIVISION ST,AUSTIN,20-29,M,BLK,AGGRAVATED - HANDGUN,1,3,8,SIDEWALK,41.9018369,-87.75811094,POINT (-87.758110941301 41.901836904142)
JF123089,01/24/2022 08:07:00 PM,4800 S WABASH AVE,GRAND BOULEVARD,30-39,M,BLK,FIRST DEGREE MURDER,1,2,20,STREET,41.80761208,-87.6241941,POINT (-87.624194094699 41.807612081858)
JF122677,01/24/2022 01:00:00 PM,11000 S AVENUE E,EAST SIDE,30-39,F,WWH,FIRST DEGREE MURDER,1,2,13,AUTO,41.69505667,-87.52940331,POINT (-87.52940330912 41.695056666142)
JF122006,01/23/2022 06:17:00 PM,4200 W CERMAK RD,NORTH LAWNDALE,40-49,M,BLK,AGGRAVATED - HANDGUN,1,1,18,STREET,41.8510669,-87.73173906,POINT (-87.731739058699 41.851066904142)
JF121904,01/23/2022 04:18:00 PM,1300 W 76TH ST,AUBURN GRESHAM,30-39,M,BLK,AGGRAVATED - HANDGUN,1,1,16,STREET,41.7554069,-87.65643094,POINT (-87.656430941301 41.755406904142)
JF121468,01/23/2022 03:43:00 AM,1800 E 71ST ST,SOUTH SHORE,40-49,M,BLK,FIRST DEGREE MURDER,1,1,3,STREET,41.76611835,-87.58047535,POINT (-87.58047534612 41.766118345858)
JF121468,01/23/2022 03:43:00 AM,1800 E 71ST ST,SOUTH SHORE,30-39,M,BLK,FIRST DEGREE MURDER,1,1,3,STREET,41.76611835,-87.58047535,POINT (-87.58047534612 41.766118345858)
JF121351,01/23/2022 12:02:00 AM,10400 S CORLISS AVE,PULLMAN,40-49,M,BLK,AGGRAVATED - HANDGUN,1,1,0,STREET,41.7047831,-87.60350094,POINT (-87.603500941301 41.704783095858)
JF121351,01/23/2022 12:02:00 AM,10400 S CORLISS AVE,PULLMAN,20-29,M,BLK,AGGRAVATED - HANDGUN,1,1,0,STREET,41.7047831,-87.60350094,POINT (-87.603500941301 41.704783095858)
JF121441,01/23/2022 12:00:00 AM,600 E 130TH ST,RIVERDALE,20-29,M,BLK,AGGRAVATED - HANDGUN,1,1,0,STREET,41.6595331,-87.60702094,POINT (-87.607020941301 41.659533095858)
JF121320,01/22/2022 11:15:00 PM,6200 S PRINCETON AVE,ENGLEWOOD,30-39,M,BLK,AGGRAVATED - HANDGUN,1,7,23,SCHOOL - PUBLIC GROUNDS,41.78102958,-87.6325553,POINT (-87.632555300471 41.781029576947)
JF121280,01/22/2022 09:54:00 PM,6600 S MAPLEWOOD AVE,CHICAGO LAWN,30-39,M,BLK,AGGRAVATED - HANDGUN,1,7,21,SIDEWALK,41.77307967,-87.68712855,POINT (-87.687128547471 41.773079668947)
JF121162,01/22/2022 06:40:00 PM,3700 S WENTWORTH AVE,ARMOUR SQUARE,30-39,F,BLK,AGGRAVATED - HANDGUN,1,7,18,STREET,41.82721835,-87.63112465,POINT (-87.63112465388 41.827218345858)
JF121153,01/22/2022 06:40:00 PM,7000 S LOWE AVE,ENGLEWOOD,20-29,M,BLK,AGGRAVATED - HANDGUN,1,7,18,RESIDENCE,41.76610165,-87.64018465,POINT (-87.64018465388 41.766101654142)
JF121133,01/22/2022 06:13:00 PM,6200 S CHAMPLAIN AVE,WOODLAWN,20-29,M,BLK,AGGRAVATED - HANDGUN,1,7,18,SIDEWALK,41.78109165,-87.60931465,POINT (-87.60931465388 41.781091654142)
JF120945,01/22/2022 02:55:00 PM,3900 W 26TH ST,SOUTH LAWNDALE,20-29,M,WWH,FIRST DEGREE MURDER,1,7,14,STREET,41.8435405,-87.72435,POINT (-87.72435 41.8435405)
JF120945,01/22/2022 02:55:00 PM,3900 W 26TH ST,SOUTH LAWNDALE,0-19,F,WWH,FIRST DEGREE MURDER,1,7,14,STREET,41.8435405,-87.72435,POINT (-87.72435 41.8435405)
JF120824,01/22/2022 12:38:00 PM,1700 W 59TH ST,WEST ENGLEWOOD,20-29,M,BLK,AGGRAVATED - HANDGUN,1,7,12,STREET,41.7861169,-87.66667094,POINT (-87.666670941301 41.786116904142)
JF120824,01/22/2022 12:38:00 PM,1700 W 59TH ST,WEST ENGLEWOOD,40-49,F,WWH,AGGRAVATED - HANDGUN,1,7,12,STREET,41.7861169,-87.66667094,POINT (-87.666670941301 41.786116904142)
JF120512,01/22/2022 05:13:00 AM,4200 S ARCHER AVE,BRIGHTON PARK,30-39,M,WWH,FIRST DEGREE MURDER,1,7,5,AUTO,41.81590934,-87.70157869,POINT (-87.70157868488 41.815909343858)
JF120422,01/22/2022 01:01:00 AM,2000 W MARQUETTE RD,WEST ENGLEWOOD,0-19,M,BLK,AGGRAVATED - HANDGUN,1,7,1,GAS STATION,41.77236835,-87.67377465,POINT (-87.67377465388 41.772368345858)
JF120425,01/22/2022 12:50:00 AM,2900 N MILWAUKEE AVE,AVONDALE,30-39,M,WWH,AGGRAVATED - HANDGUN,1,7,0,VEHICLE NON-COMMERCIAL,41.9348605,-87.71813,POINT (-87.71813 41.9348605)
JF120365,01/21/2022 10:46:00 PM,5300 S UNION AVE,NEW CITY,30-39,M,BLK,AGGRAVATED - HANDGUN,1,6,22,STREET,41.7962905,-87.64265,POINT (-87.64265 41.7962905)
JF120326,01/21/2022 09:05:00 PM,9000 S NORMAL AVE,AUBURN GRESHAM,0-19,M,BLK,FIRST DEGREE MURDER,1,6,21,STREET,41.72898793,-87.63612506,POINT (-87.636125062699 41.728987925142)
JF120166,01/21/2022 06:44:00 PM,1700 W 79TH ST,AUBURN GRESHAM,20-29,M,BLK,FIRST DEGREE MURDER,1,6,18,RETAIL STORE,41.7497269,-87.66624906,POINT (-87.666249058699 41.749726904142)
JF120260,01/21/2022 05:15:00 PM,4000 W CHICAGO AVE,HUMBOLDT PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,1,6,17,STREET,41.89600967,-87.72828855,POINT (-87.728288547471 41.896009668947)
JF119450,01/21/2022 03:53:00 AM,1800 W 35TH ST,MCKINLEY PARK,30-39,M,WWH,AGGRAVATED - HANDGUN,1,6,3,STREET,41.83112967,-87.67086855,POINT (-87.670868547471 41.831129668947)
JF119437,01/21/2022 03:09:00 AM,0 E 121ST PL,WEST PULLMAN,40-49,M,BLK,AGGRAVATED - HANDGUN,1,6,3,SIDEWALK,41.67340165,-87.62226535,POINT (-87.62226534612 41.673401654142)
JF119413,01/21/2022 01:30:00 AM,2200 W 65TH ST,CHICAGO LAWN,50-59,M,BLK,AGGRAVATED - HANDGUN,1,6,1,STREET,41.77555165,-87.67939465,POINT (-87.67939465388 41.775551654142)
JF119364,01/20/2022 10:49:00 PM,1500 N CENTRAL AVE,AUSTIN,30-39,M,BLK,AGGRAVATED - HANDGUN,1,5,22,STREET,41.9072569,-87.76544094,POINT (-87.765440941301 41.907256904142)
JF119295,01/20/2022 09:30:00 PM,8700 S SANGAMON ST,AUBURN GRESHAM,40-49,M,BLK,FIRST DEGREE MURDER,1,5,21,PARKING LOT,41.7352305,-87.64714,POINT (-87.64714 41.7352305)
JF119102,01/20/2022 05:30:00 PM,5500 W HADDON AVE,AUSTIN,20-29,M,BLK,FIRST DEGREE MURDER,1,5,17,STREET,41.90132835,-87.76353465,POINT (-87.76353465388 41.901328345858)
JF119102,01/20/2022 05:30:00 PM,5500 W HADDON AVE,AUSTIN,20-29,M,BLK,FIRST DEGREE MURDER,1,5,17,STREET,41.90132835,-87.76353465,POINT (-87.76353465388 41.901328345858)
JF118301,01/19/2022 09:36:00 PM,4300 W VAN BUREN ST,WEST GARFIELD PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,1,4,21,SIDEWALK,41.8757631,-87.73417094,POINT (-87.734170941301 41.875763095858)
JF118218,01/19/2022 07:20:00 PM,900 E 79TH ST,CHATHAM,40-49,F,BLK,AGGRAVATED - HANDGUN,1,4,19,STREET,41.75140835,-87.60178535,POINT (-87.60178534612 41.751408345858)
JF118218,01/19/2022 07:20:00 PM,900 E 79TH ST,CHATHAM,0-19,M,BLK,AGGRAVATED - HANDGUN,1,4,19,STREET,41.75140835,-87.60178535,POINT (-87.60178534612 41.751408345858)
JF124457,01/19/2022 06:43:00 PM,900 W WELLINGTON AVE,LAKE VIEW,20-29,M,WWH,AGGRAVATED - HANDGUN,1,4,18,STREET,41.93599165,-87.65370535,POINT (-87.65370534612 41.935991654142)
JF118177,01/19/2022 06:31:00 PM,2400 E 78TH ST,SOUTH SHORE,20-29,M,BLK,AGGRAVATED - HANDGUN,1,4,18,STREET,41.75326165,-87.56605535,POINT (-87.56605534612 41.753261654142)
JF118161,01/19/2022 06:15:00 PM,4200 W 26TH ST,SOUTH LAWNDALE,20-29,M,BLK,AGGRAVATED - HANDGUN,1,4,18,GAS STATION,41.8445331,-87.73143094,POINT (-87.731430941301 41.844533095858)
JF118149,01/19/2022 06:03:00 PM,4000 W BELDEN AVE,LOGAN SQUARE,30-39,M,BLK,AGGRAVATED - HANDGUN,1,4,18,STREET,41.9230331,-87.72705906,POINT (-87.727059058699 41.923033095858)
JF118143,01/19/2022 05:41:00 PM,200 N PINE AVE,AUSTIN,30-39,M,BLK,AGGRAVATED - HANDGUN,1,4,17,STREET,41.88427165,-87.76275465,POINT (-87.76275465388 41.884271654142)
JF116942,01/18/2022 04:55:00 PM,6200 S LANGLEY AVE,WOODLAWN,30-39,M,BLK,FIRST DEGREE MURDER,1,3,16,YARD,41.78209835,-87.60783465,POINT (-87.60783465388 41.782098345858)
JF116896,01/18/2022 04:17:00 PM,12200 S LOWE AVE,WEST PULLMAN,0-19,M,BLK,AGGRAVATED - HANDGUN,1,3,16,STREET,41.6714569,-87.63851906,POINT (-87.638519058699 41.671456904142)
JF116896,01/18/2022 04:17:00 PM,12200 S LOWE AVE,WEST PULLMAN,0-19,F,BLK,AGGRAVATED - HANDGUN,1,3,16,STREET,41.6714569,-87.63851906,POINT (-87.638519058699 41.671456904142)
JF116641,01/18/2022 02:37:00 PM,800 N GREENVIEW AVE,WEST TOWN,0-19,M,BLK,FIRST DEGREE MURDER,1,3,14,STREET,41.89693925,-87.66455976,POINT (-87.664559764301 41.896939252858)
JF116559,01/18/2022 12:07:00 PM,6500 S PAULINA ST,WEST ENGLEWOOD,0-19,M,BLK,AGGRAVATED - HANDGUN,1,3,12,SIDEWALK,41.7746631,-87.66666906,POINT (-87.666669058699 41.774663095858)
JF116559,01/18/2022 12:07:00 PM,6500 S PAULINA ST,WEST ENGLEWOOD,0-19,F,BLK,AGGRAVATED - HANDGUN,1,3,12,SIDEWALK,41.7746631,-87.66666906,POINT (-87.666669058699 41.774663095858)
JF116054,01/17/2022 09:41:00 PM,2000 N NEVA AVE,AUSTIN,20-29,M,WWH,AGGRAVATED - HANDGUN,1,2,21,STREET,41.9163069,-87.80407094,POINT (-87.804070941301 41.916306904142)
JF116010,01/17/2022 08:00:00 PM,7100 S RIDGELAND AVE,SOUTH SHORE,40-49,M,BLK,ARMED - HANDGUN,1,2,20,STREET,41.76636967,-87.58244855,POINT (-87.582448547471 41.766369668947)
JF115753,01/17/2022 03:55:00 PM,8300 S ELIZABETH ST,AUBURN GRESHAM,20-29,M,BLK,FIRST DEGREE MURDER,1,2,15,STREET,41.74282165,-87.65446465,POINT (-87.65446465388 41.742821654142)
JF115720,01/17/2022 03:30:00 PM,2500 E 78TH ST,SOUTH SHORE,20-29,M,BLK,AGGRAVATED - HANDGUN,1,2,15,SIDEWALK,41.75406967,-87.56191855,POINT (-87.561918547471 41.754069668947)
JF115714,01/17/2022 03:30:00 PM,500 S CENTRAL AVE,AUSTIN,40-49,M,BLK,AGGRAVATED - HANDGUN,1,2,15,PARKING LOT / GARAGE (NON RESIDENTIAL),41.8732269,-87.76450094,POINT (-87.764500941301 41.873226904142)
JF115558,01/17/2022 12:53:00 PM,1100 S KOSTNER AVE,NORTH LAWNDALE,20-29,M,BLK,AGGRAVATED - HANDGUN,1,2,12,STREET,41.86794835,-87.73560535,POINT (-87.73560534612 41.867948345858)
JF115268,01/17/2022 06:35:00 AM,1100 N RIDGEWAY AVE,HUMBOLDT PARK,20-29,M,BLK,FIRST DEGREE MURDER,1,2,6,STREET,41.90252835,-87.72078535,POINT (-87.72078534612 41.902528345858)
JF115268,01/17/2022 06:35:00 AM,1100 N RIDGEWAY AVE,HUMBOLDT PARK,UNKNOWN,M,BLK,FIRST DEGREE MURDER,1,2,6,STREET,41.90252835,-87.72078535,POINT (-87.72078534612 41.902528345858)
JF115260,01/17/2022 06:03:00 AM,100 W 63RD ST,ENGLEWOOD,40-49,M,BLK,AGGRAVATED VEHICULAR HIJACKING,1,2,6,GAS STATION,41.78067967,-87.62953855,POINT (-87.629538547471 41.780679668947)
JF114881,01/16/2022 05:02:00 PM,5000 S DREXEL BLVD,KENWOOD,0-19,M,BLK,AGGRAVATED - HANDGUN,1,1,17,STREET,41.8033431,-87.60411094,POINT (-87.604110941301 41.803343095858)
JF114830,01/16/2022 03:43:00 PM,5100 W IRVING PARK RD,PORTAGE PARK,20-29,M,WWH,AGGRAVATED - HANDGUN,1,1,15,STREET,41.95398967,-87.75681855,POINT (-87.756818547471 41.953989668947)
JF114830,01/16/2022 03:43:00 PM,5100 W IRVING PARK RD,PORTAGE PARK,20-29,M,WWH,AGGRAVATED - HANDGUN,1,1,15,STREET,41.95398967,-87.75681855,POINT (-87.756818547471 41.953989668947)
JF114780,01/16/2022 03:05:00 PM,9100 S CHAPPEL AVE,CALUMET HEIGHTS,40-49,M,BLK,AGGRAVATED - HANDGUN,1,1,15,RESIDENCE - PORCH / HALLWAY,41.72921967,-87.57400855,POINT (-87.574008547471 41.729219668947)
JF114675,01/16/2022 12:53:00 PM,3300 W 51ST ST,GAGE PARK,20-29,M,WWH,AGGRAVATED - HANDGUN,1,1,12,STREET,41.8002805,-87.70708,POINT (-87.70708 41.8002805)
JF114468,01/16/2022 07:47:00 AM,1100 N LAWNDALE AVE,HUMBOLDT PARK,60-69,M,BLK,ARMED - HANDGUN,1,1,7,STREET,41.90263835,-87.71927535,POINT (-87.71927534612 41.902638345858)
JF114369,01/16/2022 02:45:00 AM,300 W 64TH ST,ENGLEWOOD,20-29,M,BLK,AGGRAVATED - HANDGUN,1,1,2,SIDEWALK,41.7787031,-87.63384906,POINT (-87.633849058699 41.778703095858)
JF114327,01/16/2022 02:04:00 AM,1900 N KILBOURN AVE,HERMOSA,40-49,M,WWH,ARMED - HANDGUN,1,1,2,STREET,41.91511165,-87.73900535,POINT (-87.73900534612 41.915111654142)
JF114314,01/16/2022 01:10:00 AM,1100 S SACRAMENTO BLVD,NORTH LAWNDALE,0-19,M,WWH,AGGRAVATED - HANDGUN,1,1,1,SIDEWALK,41.8662469,-87.70067094,POINT (-87.700670941301 41.866246904142)
JF114301,01/16/2022 01:02:00 AM,2600 W 24TH ST,SOUTH LAWNDALE,20-29,F,WWH,AGGRAVATED - HANDGUN,1,1,1,STREET,41.8487131,-87.69047094,POINT (-87.690470941301 41.848713095858)
JF114301,01/16/2022 01:02:00 AM,2600 W 24TH ST,SOUTH LAWNDALE,0-19,M,WWH,AGGRAVATED - HANDGUN,1,1,1,STREET,41.8487131,-87.69047094,POINT (-87.690470941301 41.848713095858)
JF114301,01/16/2022 01:02:00 AM,2600 W 24TH ST,SOUTH LAWNDALE,0-19,M,WWH,AGGRAVATED - HANDGUN,1,1,1,STREET,41.8487131,-87.69047094,POINT (-87.690470941301 41.848713095858)
JF114291,01/16/2022 12:40:00 AM,200 W 43RD ST,FULLER PARK,20-29,M,BLK,FIRST DEGREE MURDER,1,1,0,STREET,41.8170131,-87.63159094,POINT (-87.631590941301 41.817013095858)
JF114293,01/16/2022 12:30:00 AM,700 N WOOD ST,WEST TOWN,30-39,M,WWH,ARMED - HANDGUN,1,1,0,SIDEWALK,41.89449803,-87.67177283,POINT (-87.67177283188 41.894498033142)
JF114198,01/15/2022 09:25:00 PM,0 E 14TH ST,NEAR SOUTH SIDE,40-49,M,BLK,AGGRAVATED - HANDGUN,1,7,21,STREET,41.86434835,-87.62770535,POINT (-87.62770534612 41.864348345858)
JF113827,01/15/2022 02:36:00 PM,5000 S WESTERN AVE,GAGE PARK,30-39,M,BLK,AGGRAVATED - HANDGUN,1,7,14,STREET,41.80211165,-87.68483535,POINT (-87.68483534612 41.802111654142)
JF113813,01/15/2022 02:31:00 PM,6400 S DR MARTIN LUTHER KING JR DR,WOODLAWN,20-29,M,BLK,AGGRAVATED - HANDGUN,1,7,14,STREET,41.77695165,-87.61496465,POINT (-87.61496465388 41.776951654142)
JF113813,01/15/2022 02:31:00 PM,6400 S DR MARTIN LUTHER KING JR DR,WOODLAWN,0-19,M,BLK,AGGRAVATED - HANDGUN,1,7,14,STREET,41.77695165,-87.61496465,POINT (-87.61496465388 41.776951654142)
JF113744,01/15/2022 01:31:00 PM,100 N MENARD AVE,AUSTIN,30-39,M,BLK,AGGRAVATED - HANDGUN,1,7,13,APARTMENT,41.8824469,-87.76973094,POINT (-87.769730941301 41.882446904142)
JF113755,01/15/2022 01:26:00 PM,7400 S PERRY AVE,GREATER GRAND CROSSING,0-19,M,BLK,AGGRAVATED - HANDGUN,1,7,13,PARKING LOT / GARAGE (NON RESIDENTIAL),41.7578505,-87.62816,POINT (-87.62816 41.7578505)
JF113896,01/15/2022 01:00:00 PM,5600 S BISHOP ST,WEST ENGLEWOOD,0-19,M,BLK,AGGRAVATED - HANDGUN,1,7,13,STREET,41.7908269,-87.66128906,POINT (-87.661289058699 41.790826904142)
JF113651,01/15/2022 12:14:00 PM,1600 N MAYFIELD AVE,AUSTIN,20-29,M,BLK,FIRST DEGREE MURDER,1,7,12,STREET,41.9106231,-87.77232094,POINT (-87.772320941301 41.910623095858)
JF113570,01/15/2022 10:55:00 AM,2200 S WABASH AVE,NEAR SOUTH SIDE,40-49,M,WHI,AGGRAVATED - HANDGUN,1,7,10,STREET,41.85246967,-87.62548855,POINT (-87.625488547471 41.852469668947)
JF113445,01/15/2022 07:46:00 AM,9200 S NORMAL AVE,WASHINGTON HEIGHTS,30-39,M,BLK,FIRST DEGREE MURDER,1,7,7,STREET,41.7254505,-87.63591,POINT (-87.63591 41.7254505)
JF113445,01/15/2022 07:46:00 AM,9200 S NORMAL AVE,WASHINGTON HEIGHTS,30-39,M,BLK,FIRST DEGREE MURDER,1,7,7,STREET,41.7254505,-87.63591,POINT (-87.63591 41.7254505)
JF113300,01/15/2022 01:30:00 AM,3000 W 71ST ST,CHICAGO LAWN,30-39,F,BLK,AGGRAVATED - HANDGUN,1,7,1,PARK PROPERTY,41.76490967,-87.69854855,POINT (-87.698548547471 41.764909668947)
JF113217,01/14/2022 11:30:00 PM,3100 W CHICAGO AVE,HUMBOLDT PARK,30-39,M,BLK,FIRST DEGREE MURDER,1,6,23,STREET,41.89526165,-87.70686535,POINT (-87.70686534612 41.895261654142)
JF113270,01/14/2022 11:00:00 PM,200 W 47TH ST,FULLER PARK,30-39,M,BLK,ATTEMPT ARMED - HANDGUN,1,6,23,STREET,41.80962967,-87.63074855,POINT (-87.630748547471 41.809629668947)
JF113150,01/14/2022 09:19:00 PM,3600 W AUGUSTA BLVD,HUMBOLDT PARK,30-39,M,BLK,AGGRAVATED - HANDGUN,1,6,21,SIDEWALK,41.89957967,-87.71640855,POINT (-87.716408547471 41.899579668947)
JF112656,01/14/2022 01:25:00 PM,7600 S CICERO AVE,WEST LAWN,0-19,M,WWH,AGGRAVATED - HANDGUN,1,6,13,PARKING LOT / GARAGE (NON RESIDENTIAL),41.7541469,-87.74165906,POINT (-87.741659058699 41.754146904142)
JF112656,01/14/2022 01:25:00 PM,7600 S CICERO AVE,WEST LAWN,30-39,M,WWH,AGGRAVATED - HANDGUN,1,6,13,PARKING LOT / GARAGE (NON RESIDENTIAL),41.7541469,-87.74165906,POINT (-87.741659058699 41.754146904142)
JF112283,01/14/2022 07:25:00 AM,3900 W GLADYS AVE,WEST GARFIELD PARK,20-29,M,BLK,AGGRAVATED - HANDGUN,1,6,7,ALLEY,41.87611165,-87.72389465,POINT (-87.72389465388 41.876111654142)
JF112228,01/14/2022 04:40:00 AM,7100 S ARTESIAN AVE,CHICAGO LAWN,40-49,F,BLK,FIRST DEGREE MURDER,1,6,4,STREET,41.76468835,-87.68474535,POINT (-87.68474534612 41.764688345858)
JF112094,01/13/2022 10:21:00 PM,5900 S LA SALLE ST,ENGLEWOOD,40-49,F,BLK,AGGRAVATED - HANDGUN,1,5,22,APARTMENT,41.7857269,-87.62864094,POINT (-87.628640941301 41.785726904142)
JF112071,01/13/2022 10:00:00 PM,5900 N GLENWOOD AVE,EDGEWATER,60-69,M,WHI,ARMED - HANDGUN,1,5,22,SIDEWALK,41.9898131,-87.66471094,POINT (-87.664710941301 41.989813095858)
JF111957,01/13/2022 07:20:00 PM,0 E 79TH ST,CHATHAM,20-29,M,BLK,AGGRAVATED - HANDGUN,1,5,19,STREET,41.75069165,-87.62313535,POINT (-87.62313534612 41.750691654142)
JF111956,01/13/2022 07:15:00 PM,800 N ST LOUIS AVE,HUMBOLDT PARK,30-39,F,BLK,AGGRAVATED - HANDGUN,1,5,19,STREET,41.8965269,-87.71433906,POINT (-87.714339058699 41.896526904142)
JF111846,01/13/2022 04:59:00 PM,3400 W CULLOM AVE,IRVING PARK,30-39,M,WHI,AGGRAVATED - HANDGUN,1,5,16,VEHICLE NON-COMMERCIAL,41.9587069,-87.71392906,POINT (-87.713929058699 41.958706904142)
JF111748,01/13/2022 03:43:00 PM,600 N RIDGEWAY AVE,HUMBOLDT PARK,20-29,F,WWH,AGGRAVATED - HANDGUN,1,5,15,STREET,41.89317835,-87.72018535,POINT (-87.72018534612 41.893178345858)
JF110960,01/12/2022 20:54,1400 W 73RD ST,WEST ENGLEWOOD,0-19,M,BLK,FIRST DEGREE MURDER,1,4,20,STREET,41.76198967,-87.66180855,POINT (-87.661808547471 41.761989668947)
JF110890,01/12/2022 19:08,7400 S VINCENNES AVE,GREATER GRAND CROSSING,20-29,F,BLK,FIRST DEGREE MURDER,1,4,19,STREET,41.75990967,-87.63051855,POINT (-87.630518547471 41.759909668947)
