Docket Number,Violation Number,Issued Date,Issuing Department,Last Hearing Date,Property Address,Violation Type,Entity or Person(s),Disposition Description,Total Fines,Total Administrative Costs,Interest Amount,Collection Costs or Attorney Fees,Court Cost,Original Total Amount Due,Total Paid,Current Amount Due,Latitude,Longitude,Location
19CP006238,P005750417|P005750418|P005750419|P005750420|P005750421|P005750422,01/11/2019,POLICE,03/01/2019 09:00:00 AM,6058 S MOZART ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.782830799327606,-87.6948629119718,POINT (-87.6948629119718 41.782830799327606)
19CP007792,P005911296|P005911296|P005911297|P005911297|P005911298|P005911298|P005911341|P005911341|P005911342|P005911342|P005911343|P005911343,01/11/2019,POLICE,04/05/2019 11:00:00 AM,1651 E 78TH ST ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.75322141893223,-87.58355743968316,POINT (-87.58355743968316 41.75322141893223)
19CP006244,P005690543|P005690544|P005690545|P005750321|P005750423|P005750424,01/11/2019,POLICE,03/01/2019 09:00:00 AM,6427 S CAMPBELL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77657983084527,-87.68586476472457,POINT (-87.68586476472457 41.77657983084527)
19CP007792,P005911296|P005911297|P005911298|P005911341|P005911342|P005911343,01/11/2019,POLICE,04/05/2019 11:00:00 AM,1651 E 78TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.75322141893223,-87.58355743968316,POINT (-87.58355743968316 41.75322141893223)
19CP006234,P005787798|P005787799|P005787800|P005787801|P005787802|P005787803,01/11/2019,POLICE,03/01/2019 09:00:00 AM,5940 S CAMPBELL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78529921708261,-87.68639380122754,POINT (-87.68639380122754 41.78529921708261)
19CP006239,P005749769|P005749770|P005749771|P005749772|P005749773|P005749774,01/11/2019,POLICE,03/01/2019 09:00:00 AM,6230 S CAMPBELL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.7801062114115,-87.6862588167713,POINT (-87.6862588167713 41.7801062114115)
19CP007793,P005911299|P005911300|P005911301|P005911344|P005911345|P005911346,01/12/2019,POLICE,03/01/2019 11:00:00 AM,9930 S OGLESBY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.71436198994206,-87.56595402775406,POINT (-87.56595402775406 41.71436198994206)
19CP007814,P005469187|P005469188,01/14/2019,POLICE,03/01/2019 01:00:00 PM,411 N HAMLIN ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"US BANK TRUST, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.888411626335184,-87.72084649253654,POINT (-87.72084649253654 41.888411626335184)
19CP007813,P005469233|P005469234,01/14/2019,POLICE,03/01/2019 01:00:00 PM,4733 W GLADYS ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.87582947326959,-87.74399632671353,POINT (-87.74399632671353 41.87582947326959)
19CP006009,P005288799|P005288801|P005288803|P005288804,01/17/2019,POLICE,03/01/2019 09:00:00 AM,3418 W 38TH PL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"TCF NATL BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.82352476953061,-87.71013668929885,POINT (-87.71013668929885 41.82352476953061)
19CP006209,P005288781|P005288782|P005288783|P005288784|P005288785|P005288786,01/17/2019,POLICE,03/01/2019 09:00:00 AM,2418 W 36TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.82854865878649,-87.68583210005728,POINT (-87.68583210005728 41.82854865878649)
19CP006235,P005787810|P005787811|P005787812|P005787813|P005787814|P005787815,01/18/2019,POLICE,03/01/2019 09:00:00 AM,6119 S FAIRFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78218114243464,-87.6921136262253,POINT (-87.6921136262253 41.78218114243464)
19CP006253,P005787036|P005787037|P005787038|P005787039|P005787040|P005787041,01/18/2019,POLICE,03/01/2019 09:00:00 AM,6531 S KEELER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.7740260301563,-87.72737530088479,POINT (-87.72737530088479 41.7740260301563)
19CP006251,P005787023|P005787024|P005787025|P005787026|P005787027|P005787028,01/18/2019,POLICE,03/01/2019 09:00:00 AM,6801 S OAKLEY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FANNIE MAE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77008677281995,-87.68070798081595,POINT (-87.68070798081595 41.77008677281995)
19CP006232,P005787816|P005787817|P005787818|P005787819|P005787820|P005787821,01/18/2019,POLICE,03/01/2019 09:00:00 AM,6424 S WHIPPLE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.776431604694565,-87.69956368531136,POINT (-87.69956368531136 41.776431604694565)
19CP006233,P005787804|P005787805|P005787806|P005787807|P005787808|P005787809,01/18/2019,POLICE,03/01/2019 09:00:00 AM,6941 S TALMAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FEDERAL HOME LOAN MORTGAGE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.767017685272954,-87.68927359693232,POINT (-87.68927359693232 41.767017685272954)
19CP006228,P005726737|P005726738|P005726739,01/22/2019,POLICE,03/01/2019 11:00:00 AM,9519 S BISHOP ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.72069098700081,-87.65887201662358,POINT (-87.65887201662358 41.72069098700081)
19CP006868,P005715562|P005715563|P005715564|P005715565|P005715566|P005715567,01/29/2019,POLICE,03/01/2019 09:00:00 AM,713 W 59TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78694665793845,-87.64314445011765,POINT (-87.64314445011765 41.78694665793845)
19CP012922,P005470213|P005470214,02/04/2019,POLICE,04/05/2019 01:00:00 PM,4142 W ADAMS ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.878036556064174,-87.72975258632651,POINT (-87.72975258632651 41.878036556064174)
19CP014516,P005787357|P005787358|P005787359|P005787360|P005787361|P005787362,02/04/2019,POLICE,04/05/2019 09:00:00 AM,6424 S WHIPPLE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.776431604694565,-87.69956368531136,POINT (-87.69956368531136 41.776431604694565)
19CP014506,P005787057|P005787058|P005787059|P005787060|P005787061|P005787062,02/04/2019,POLICE,04/05/2019 09:00:00 AM,6230 S CAMPBELL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CITI MORTGAGE INC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.7801062114115,-87.6862588167713,POINT (-87.6862588167713 41.7801062114115)
19CP012934,P005787569|P005787570|P005787571|P005787572|P005787573|P005787574,02/04/2019,POLICE,04/05/2019 09:00:00 AM,6801 S OAKLEY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FANNIE MAE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77008677281995,-87.68070798081595,POINT (-87.68070798081595 41.77008677281995)
19CP014512,P005787351|P005787352|P005787353|P005787354|P005787355|P005787356,02/04/2019,POLICE,04/05/2019 09:00:00 AM,6119 S FAIRFIELD ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78218114243464,-87.6921136262253,POINT (-87.6921136262253 41.78218114243464)
19CP014509,P005787822|P005787823|P005787824|P005787825|P005787826|P005787827,02/04/2019,POLICE,04/05/2019 09:00:00 AM,5940 S CAMPBELL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78529921708261,-87.68639380122754,POINT (-87.68639380122754 41.78529921708261)
19CP010118,P005715581|P005715582|P005715583|P005715584|P005715585|P005715586,02/05/2019,POLICE,04/05/2019 09:00:00 AM,713 W 59TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78694665793845,-87.64314445011765,POINT (-87.64314445011765 41.78694665793845)
19CP010120,P005715599|P005715600|P005715601|P005715602|P005715603|P005715604,02/05/2019,POLICE,04/05/2019 09:00:00 AM,6208 S MORGAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"CHASE REO GROUP LLC, ",Default - Liable by prove-up,6000.00,0.00,3029.26,1703.28,55.00,10827.54,0.00,10690.52,41.78117319861422,-87.6498292763393,POINT (-87.6498292763393 41.78117319861422)
19CP014517,P005793777|P005793778|P005793779|P005793780|P005793781|P005793782,02/05/2019,POLICE,04/05/2019 09:00:00 AM,6531 S KEELER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.7740260301563,-87.72737530088479,POINT (-87.72737530088479 41.7740260301563)
19CP012913,P005469221|P005469222,02/06/2019,POLICE,04/05/2019 01:00:00 PM,4733 W GLADYS ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.87582947326959,-87.74399632671353,POINT (-87.74399632671353 41.87582947326959)
19CP012914,P005469223|P005469224,02/06/2019,POLICE,04/05/2019 01:00:00 PM,4733 W GLADYS ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.87582947326959,-87.74399632671353,POINT (-87.74399632671353 41.87582947326959)
19CP014519,P005787066|P005787067|P005787068|P005787069|P005787070|P005787071,02/06/2019,POLICE,04/05/2019 09:00:00 AM,6427 S CAMPBELL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77657983084527,-87.68586476472457,POINT (-87.68586476472457 41.77657983084527)
19CP014507,P005787546|P005787547|P005787548|P005787549|P005787550|P005787551,02/10/2019,POLICE,04/05/2019 09:00:00 AM,5433 S SAWYER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.794325457841516,-87.70465701515323,POINT (-87.70465701515323 41.794325457841516)
19CP012930,P005787587|P005787588|P005787589|P005787590|P005787591|P005787592,02/10/2019,POLICE,04/05/2019 09:00:00 AM,6941 S TALMAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FEDERAL HOME LOAN MORTGAGE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.767017685272954,-87.68927359693232,POINT (-87.68927359693232 41.767017685272954)
19CP012901,P005659355|P005659356|P005659357|P005659358|P005659359|P005659360,02/19/2019,POLICE,04/05/2019 09:00:00 AM,2222 W 54TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
19CP018635,P005631389|P005631390|P005631391|P005631392|P005631393|P005631394,02/19/2019,POLICE,05/03/2019 09:00:00 AM,4824 S LOOMIS ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"HSBC BANK USA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.80607665521217,-87.66018386609856,POINT (-87.66018386609856 41.80607665521217)
19CP012612,P005715698|P005715701|P005715703,02/19/2019,POLICE,04/05/2019 09:00:00 AM,5545 S HONORE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"JP MORGAN CHASE BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79221416337626,-87.67045799622012,POINT (-87.67045799622012 41.79221416337626)
19CP018636,P005659386|P005659387|P005659388|P005659389|P005659390|P005659391,02/25/2019,POLICE,05/03/2019 09:00:00 AM,5320 S PEORIA ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"NATIONWIDE REO LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79712830422228,-87.64783806114086,POINT (-87.64783806114086 41.79712830422228)
19CP020987,P005598702|P005598703|P005598704|P005598705|P005598706|P005598707,03/05/2019,POLICE,05/03/2019 01:00:00 PM,6824 S UNION ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.76993155825953,-87.6418534318266,POINT (-87.6418534318266 41.76993155825953)
19CP021631,P005470769|P005470770,03/07/2019,POLICE,05/03/2019 01:00:00 PM,4747 W VAN BUREN ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"BANK OF AMERICA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.87491849115728,-87.74449225252613,POINT (-87.74449225252613 41.87491849115728)
19CP020966,P005794028|P005794029|P005794030|P005794031|P005794032|P005794033,03/07/2019,POLICE,05/03/2019 09:00:00 AM,6801 S OAKELY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FANNIE MAE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77008677281995,-87.68070798081595,POINT (-87.68070798081595 41.77008677281995)
19CP020964,P005793627|P005793628|P005793629|P005793630|P005793631|P005793632,03/07/2019,POLICE,05/03/2019 09:00:00 AM,6531 S KEELER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.7740260301563,-87.72737530088479,POINT (-87.72737530088479 41.7740260301563)
19CP020966,P005794028|P005794029|P005794030|P005794031|P005794032|P005794033,03/07/2019,POLICE,05/03/2019 09:00:00 AM,6801 S OAKLEY ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"FANNIE MAE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.77008677281995,-87.68070798081595,POINT (-87.68070798081595 41.77008677281995)
19CP020957,P005793573|P005793574|P005793575|P005793576|P005793577|P005793578,03/12/2019,POLICE,05/03/2019 09:00:00 AM,6424 S WHIPPLE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK N A, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.776431604694565,-87.69956368531136,POINT (-87.69956368531136 41.776431604694565)
19CP019177,P005726944|P005726947|P005726950,03/12/2019,POLICE,05/03/2019 11:00:00 AM,10221 S PROSPECT ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.,"U S BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.70770218860563,-87.66202077517727,POINT (-87.66202077517727 41.70770218860563)
19CP020960,P005793579|P005793580|P005793581|P005793582|P005793583|P005793584,03/12/2019,POLICE,05/03/2019 09:00:00 AM,7324 S TALMAN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"BANK OF NEW YORK MELLON, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.76016408745892,-87.68938450236735,POINT (-87.68938450236735 41.76016408745892)
19CP020963,P005812128|P005812129|P005812130|P005812131|P005812132|P005812133,03/19/2019,POLICE,05/03/2019 09:00:00 AM,5940 S CAMPBELL ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"MIDFIRST BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.78529921708261,-87.68639380122754,POINT (-87.68639380122754 41.78529921708261)
19CP025838,P005289372|P005289373|P005289374|P005289375|P005289376|P005289377,03/20/2019,POLICE,06/07/2019 09:00:00 AM,2418 W 36TH ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.82854865878649,-87.68583210005728,POINT (-87.68583210005728 41.82854865878649)
19CP020935,P005817411|P005817412,03/21/2019,POLICE,05/03/2019 01:00:00 PM,2231 N MENARD ,13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required,"US BANK TRUST, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.92124340571138,-87.77061100186096,POINT (-87.77061100186096 41.92124340571138)
19CP019714,P005727186|P005727187|P005727326|P005727329|P005727330,03/22/2019,POLICE,05/03/2019 11:00:00 AM,8718 S THROOP ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"US BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.735295295917005,-87.65590028340496,POINT (-87.65590028340496 41.735295295917005)
19CP021376,P005778168|P005778169|P005778170|P005778171|P005778172|P005778173,03/26/2019,POLICE,05/03/2019 09:00:00 AM,7021 S BIHSOP ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
19CP021376,P005778168|P005778169|P005778170|P005778171|P005778172|P005778173,03/26/2019,POLICE,05/03/2019 09:00:00 AM,7021 S BISHOP ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK NA, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.76616390186508,-87.6600631306453,POINT (-87.6600631306453 41.76616390186508)
19CP028316,P005817951|P005817952|P005817953|P005817954|P005817955|P005817956,04/03/2019,POLICE,06/07/2019 01:00:00 PM,7232 S GREEN ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"DEUTSCHE BANK NATIONAL TRUST CO, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.762367105625444,-87.64569810908209,POINT (-87.64569810908209 41.762367105625444)
19CP029220,P005793597|P005793598|P005793599|P005793600|P005793601|P005793602,04/05/2019,POLICE,06/07/2019 09:00:00 AM,6424 S WHIPPLE ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"WELLS FARGO BANK, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.776431604694565,-87.69956368531136,POINT (-87.69956368531136 41.776431604694565)
19CP029213,P005793591|P005793592|P005793593|P005793594|P005793595|P005793596,04/05/2019,POLICE,06/07/2019 09:00:00 AM,6531 S KEELER ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"JP MORGAN CHASE, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.7740260301563,-87.72737530088479,POINT (-87.72737530088479 41.7740260301563)
19CP024170,P005660007|P005660008|P005660009|P005660010|P005660011|P005660012,04/05/2019,POLICE,06/07/2019 09:00:00 AM,5320 S PEORIA ,13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-125  Duty to secure and maintain vacant building.|13-12-140  Watchman required|13-12-140  Watchman required|13-12-140  Watchman required,"NATIONWIDE REO LLC, ",City non-suit,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.79712830422228,-87.64783806114086,POINT (-87.64783806114086 41.79712830422228)
